regione,nome_centro,mese,donazioni
Lazio,AZ. OSP. UNIV. POLICLINICO TOR VERGATA,2025-01,114
Lazio,OSP.'PAOLO COLOMBO' VELLETRI,2025-02,110
Lazio,OSPEDALE SAN PIETRO FATEBENEFRATELLI,2025-02,113
Lazio,OSPEDALE SANDRO PERTINI,2025-02,109
Lazio,POLICLINICO UNIVERSITARIO A. GEMELLI,2025-02,111
Lazio,AZ.OSP.SAN CAMILLO-FORLANINI,2025-02,110
Lazio,POLICLINICO U. I,2025-02,114
Lazio,OSPEDALE SANTA MARIA GORETTI LATINA,2025-02,114
Lazio,PRESIDIO S.CAMILLO DE LELLIS DI RIETI,2025-02,112
Lazio,OSPEDALE DI BELCOLLE,2025-02,109
Lazio,OSPEDALE F. SPAZIANI FROSINONE,2025-02,111
Lazio,OSPEDALE SAN PAOLO,2025-02,110
Lazio,ISTITUTI FISIOTERAPICI OSPITALIERI,2025-02,114
Lazio,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,2025-02,109
Lazio,OSPEDALE S. FILIPPO NERI,2025-02,108
Lazio,OSPEDALE SANTO SPIRITO,2025-02,113
Lazio,OSPEDALE S. EUGENIO,2025-02,111
Lazio,OSPEDALE PEDIATRICO BAMBINO GESU',2025-02,114
Lazio,OSPEDALE G. B. GRASSI,2025-02,108
Lazio,OSPEDALE FATEBENEFRATELLI,2025-02,113
Lazio,OSPEDALE SAN GIOVANNI EVANGELISTA,2025-02,108
Lazio,AZ. OSP. UNIV. POLICLINICO TOR VERGATA,2025-02,108
Lazio,OSP.'PAOLO COLOMBO' VELLETRI,2025-03,106
Lazio,OSPEDALE SAN PIETRO FATEBENEFRATELLI,2025-03,104
Lazio,OSPEDALE SANDRO PERTINI,2025-03,106
Lazio,POLICLINICO UNIVERSITARIO A. GEMELLI,2025-03,103
Lazio,AZ.OSP.SAN CAMILLO-FORLANINI,2025-03,103
Lazio,POLICLINICO U. I,2025-03,107
Lazio,OSPEDALE SANTA MARIA GORETTI LATINA,2025-03,104
Lazio,PRESIDIO S.CAMILLO DE LELLIS DI RIETI,2025-03,107
Lazio,OSPEDALE DI BELCOLLE,2025-03,107
Lazio,OSPEDALE F. SPAZIANI FROSINONE,2025-03,103
Lazio,OSPEDALE SAN PAOLO,2025-03,108
Lazio,ISTITUTI FISIOTERAPICI OSPITALIERI,2025-03,104
Lazio,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,2025-03,105
Lazio,OSPEDALE S. FILIPPO NERI,2025-03,103
Lazio,OSPEDALE SANTO SPIRITO,2025-03,108
Lazio,OSPEDALE S. EUGENIO,2025-03,106
Lazio,OSPEDALE PEDIATRICO BAMBINO GESU',2025-03,106
Lazio,OSPEDALE G. B. GRASSI,2025-03,109
Lazio,OSPEDALE FATEBENEFRATELLI,2025-03,105
Lazio,OSPEDALE SAN GIOVANNI EVANGELISTA,2025-03,108
Lazio,AZ. OSP. UNIV. POLICLINICO TOR VERGATA,2025-03,107
Lazio,OSP.'PAOLO COLOMBO' VELLETRI,2025-04,111
Lazio,OSPEDALE SAN PIETRO FATEBENEFRATELLI,2025-04,111
Lazio,OSPEDALE SANDRO PERTINI,2025-04,111
Lazio,POLICLINICO UNIVERSITARIO A. GEMELLI,2025-04,106
Lazio,AZ.OSP.SAN CAMILLO-FORLANINI,2025-04,110
Lazio,POLICLINICO U. I,2025-04,110
Lazio,OSPEDALE SANTA MARIA GORETTI LATINA,2025-04,109
Lazio,PRESIDIO S.CAMILLO DE LELLIS DI RIETI,2025-04,107
Lazio,OSPEDALE DI BELCOLLE,2025-04,111
Lazio,OSPEDALE F. SPAZIANI FROSINONE,2025-04,106
Lazio,OSPEDALE SAN PAOLO,2025-04,108
Lazio,ISTITUTI FISIOTERAPICI OSPITALIERI,2025-04,108
Lazio,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,2025-04,106
Lazio,OSPEDALE S. FILIPPO NERI,2025-04,110
Lazio,OSPEDALE SANTO SPIRITO,2025-04,106
Lazio,OSPEDALE S. EUGENIO,2025-04,109
Lazio,OSPEDALE PEDIATRICO BAMBINO GESU',2025-04,110
Lazio,OSPEDALE G. B. GRASSI,2025-04,107
Lazio,OSPEDALE FATEBENEFRATELLI,2025-04,110
Lazio,OSPEDALE SAN GIOVANNI EVANGELISTA,2025-04,106
Lazio,AZ. OSP. UNIV. POLICLINICO TOR VERGATA,2025-04,110
Lazio,OSP.'PAOLO COLOMBO' VELLETRI,2025-05,114
Lazio,OSPEDALE SAN PIETRO FATEBENEFRATELLI,2025-05,109
Lazio,OSPEDALE SANDRO PERTINI,2025-05,113
Lazio,POLICLINICO UNIVERSITARIO A. GEMELLI,2025-05,112
Lazio,AZ.OSP.SAN CAMILLO-FORLANINI,2025-05,112
Lazio,POLICLINICO U. I,2025-05,113
Lazio,OSPEDALE SANTA MARIA GORETTI LATINA,2025-05,111
Lazio,PRESIDIO S.CAMILLO DE LELLIS DI RIETI,2025-05,112
Lazio,OSPEDALE DI BELCOLLE,2025-05,110
Lazio,OSPEDALE F. SPAZIANI FROSINONE,2025-05,111
Lazio,OSPEDALE SAN PAOLO,2025-05,114
Lazio,ISTITUTI FISIOTERAPICI OSPITALIERI,2025-05,109
Lazio,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,2025-05,112
Lazio,OSPEDALE S. FILIPPO NERI,2025-05,109
Lazio,OSPEDALE SANTO SPIRITO,2025-05,114
Lazio,OSPEDALE S. EUGENIO,2025-05,112
Lazio,OSPEDALE PEDIATRICO BAMBINO GESU',2025-05,111
Lazio,OSPEDALE G. B. GRASSI,2025-05,110
Lazio,OSPEDALE FATEBENEFRATELLI,2025-05,111
Lazio,OSPEDALE SAN GIOVANNI EVANGELISTA,2025-05,115
Lazio,AZ. OSP. UNIV. POLICLINICO TOR VERGATA,2025-05,112
Lazio,OSP.'PAOLO COLOMBO' VELLETRI,2025-06,114
Lazio,OSPEDALE SAN PIETRO FATEBENEFRATELLI,2025-06,116
Lazio,OSPEDALE SANDRO PERTINI,2025-06,113
Lazio,POLICLINICO UNIVERSITARIO A. GEMELLI,2025-06,113
Lazio,AZ.OSP.SAN CAMILLO-FORLANINI,2025-06,113
Lazio,POLICLINICO U. I,2025-06,111
Lazio,OSPEDALE SANTA MARIA GORETTI LATINA,2025-06,115
Lazio,PRESIDIO S.CAMILLO DE LELLIS DI RIETI,2025-06,116
Lazio,OSPEDALE DI BELCOLLE,2025-06,117
Lazio,OSPEDALE F. SPAZIANI FROSINONE,2025-06,116
Lazio,OSPEDALE SAN PAOLO,2025-06,113
Lazio,ISTITUTI FISIOTERAPICI OSPITALIERI,2025-06,112
Lazio,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,2025-06,115
Lazio,OSPEDALE S. FILIPPO NERI,2025-06,117
Lazio,OSPEDALE SANTO SPIRITO,2025-06,115
Lazio,OSPEDALE S. EUGENIO,2025-06,114
Lazio,OSPEDALE PEDIATRICO BAMBINO GESU',2025-06,115
Lazio,OSPEDALE G. B. GRASSI,2025-06,116
Lazio,OSPEDALE FATEBENEFRATELLI,2025-06,117
Lazio,OSPEDALE SAN GIOVANNI EVANGELISTA,2025-06,116
Lazio,AZ. OSP. UNIV. POLICLINICO TOR VERGATA,2025-06,113
Lazio,OSP.'PAOLO COLOMBO' VELLETRI,2025-07,92
Lazio,OSPEDALE SAN PIETRO FATEBENEFRATELLI,2025-07,93
Lazio,OSPEDALE SANDRO PERTINI,2025-07,92
Lazio,POLICLINICO UNIVERSITARIO A. GEMELLI,2025-07,96
Lazio,AZ.OSP.SAN CAMILLO-FORLANINI,2025-07,93
Lazio,POLICLINICO U. I,2025-07,93
Lazio,OSPEDALE SANTA MARIA GORETTI LATINA,2025-07,93
Lazio,PRESIDIO S.CAMILLO DE LELLIS DI RIETI,2025-07,94
Lazio,OSPEDALE DI BELCOLLE,2025-07,93
Lazio,OSPEDALE F. SPAZIANI FROSINONE,2025-07,91
Lazio,OSPEDALE SAN PAOLO,2025-07,95
Lazio,ISTITUTI FISIOTERAPICI OSPITALIERI,2025-07,93
Lazio,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,2025-07,93
Lazio,OSPEDALE S. FILIPPO NERI,2025-07,92
Lazio,OSPEDALE SANTO SPIRITO,2025-07,94
Lazio,OSPEDALE S. EUGENIO,2025-07,95
Lazio,OSPEDALE PEDIATRICO BAMBINO GESU',2025-07,96
Lazio,OSPEDALE G. B. GRASSI,2025-07,91
Lazio,OSPEDALE FATEBENEFRATELLI,2025-07,96
Lazio,OSPEDALE SAN GIOVANNI EVANGELISTA,2025-07,95
Lazio,AZ. OSP. UNIV. POLICLINICO TOR VERGATA,2025-07,92
Lazio,OSP.'PAOLO COLOMBO' VELLETRI,2025-08,95
Lazio,OSPEDALE SAN PIETRO FATEBENEFRATELLI,2025-08,95
Lazio,OSPEDALE SANDRO PERTINI,2025-08,99
Lazio,POLICLINICO UNIVERSITARIO A. GEMELLI,2025-08,95
Lazio,AZ.OSP.SAN CAMILLO-FORLANINI,2025-08,96
Lazio,POLICLINICO U. I,2025-08,98
Lazio,OSPEDALE SANTA MARIA GORETTI LATINA,2025-08,99
Lazio,PRESIDIO S.CAMILLO DE LELLIS DI RIETI,2025-08,98
Lazio,OSPEDALE DI BELCOLLE,2025-08,98
Lazio,OSPEDALE F. SPAZIANI FROSINONE,2025-08,95
Lazio,OSPEDALE SAN PAOLO,2025-08,99
Lazio,ISTITUTI FISIOTERAPICI OSPITALIERI,2025-08,95
Lazio,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,2025-08,95
Lazio,OSPEDALE S. FILIPPO NERI,2025-08,99
Lazio,OSPEDALE SANTO SPIRITO,2025-08,95
Lazio,OSPEDALE S. EUGENIO,2025-08,95
Lazio,OSPEDALE PEDIATRICO BAMBINO GESU',2025-08,97
Lazio,OSPEDALE G. B. GRASSI,2025-08,96
Lazio,OSPEDALE FATEBENEFRATELLI,2025-08,95
Lazio,OSPEDALE SAN GIOVANNI EVANGELISTA,2025-08,97
Lazio,AZ. OSP. UNIV. POLICLINICO TOR VERGATA,2025-08,98
Lazio,OSP.'PAOLO COLOMBO' VELLETRI,2025-09,117
Lazio,OSPEDALE SAN PIETRO FATEBENEFRATELLI,2025-09,113
Lazio,OSPEDALE SANDRO PERTINI,2025-09,116
Lazio,POLICLINICO UNIVERSITARIO A. GEMELLI,2025-09,117
Lazio,AZ.OSP.SAN CAMILLO-FORLANINI,2025-09,113
Lazio,POLICLINICO U. I,2025-09,113
Lazio,OSPEDALE SANTA MARIA GORETTI LATINA,2025-09,112
Lazio,PRESIDIO S.CAMILLO DE LELLIS DI RIETI,2025-09,115
Lazio,OSPEDALE DI BELCOLLE,2025-09,113
Lazio,OSPEDALE F. SPAZIANI FROSINONE,2025-09,117
Lazio,OSPEDALE SAN PAOLO,2025-09,119
Lazio,ISTITUTI FISIOTERAPICI OSPITALIERI,2025-09,113
Lazio,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,2025-09,116
Lazio,OSPEDALE S. FILIPPO NERI,2025-09,113
Lazio,OSPEDALE SANTO SPIRITO,2025-09,112
Lazio,OSPEDALE S. EUGENIO,2025-09,117
Lazio,OSPEDALE PEDIATRICO BAMBINO GESU',2025-09,115
Lazio,OSPEDALE G. B. GRASSI,2025-09,118
Lazio,OSPEDALE FATEBENEFRATELLI,2025-09,116
Lazio,OSPEDALE SAN GIOVANNI EVANGELISTA,2025-09,113
Lazio,AZ. OSP. UNIV. POLICLINICO TOR VERGATA,2025-09,115
Lazio,OSP.'PAOLO COLOMBO' VELLETRI,2025-10,112
Lazio,OSPEDALE SAN PIETRO FATEBENEFRATELLI,2025-10,117
Lazio,OSPEDALE SANDRO PERTINI,2025-10,115
Lazio,POLICLINICO UNIVERSITARIO A. GEMELLI,2025-10,113
Lazio,AZ.OSP.SAN CAMILLO-FORLANINI,2025-10,114
Lazio,POLICLINICO U. I,2025-10,115
Lazio,OSPEDALE SANTA MARIA GORETTI LATINA,2025-10,116
Lazio,PRESIDIO S.CAMILLO DE LELLIS DI RIETI,2025-10,111
Lazio,OSPEDALE DI BELCOLLE,2025-10,111
Lazio,OSPEDALE F. SPAZIANI FROSINONE,2025-10,112
Lazio,OSPEDALE SAN PAOLO,2025-10,113
Lazio,ISTITUTI FISIOTERAPICI OSPITALIERI,2025-10,114
Lazio,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,2025-10,112
Lazio,OSPEDALE S. FILIPPO NERI,2025-10,114
Lazio,OSPEDALE SANTO SPIRITO,2025-10,114
Lazio,OSPEDALE S. EUGENIO,2025-10,112
Lazio,OSPEDALE PEDIATRICO BAMBINO GESU',2025-10,117
Lazio,OSPEDALE G. B. GRASSI,2025-10,115
Lazio,OSPEDALE FATEBENEFRATELLI,2025-10,113
Lazio,OSPEDALE SAN GIOVANNI EVANGELISTA,2025-10,114
Lazio,AZ. OSP. UNIV. POLICLINICO TOR VERGATA,2025-10,113
Lazio,OSP.'PAOLO COLOMBO' VELLETRI,2025-11,117
Lazio,OSPEDALE SAN PIETRO FATEBENEFRATELLI,2025-11,115
Lazio,OSPEDALE SANDRO PERTINI,2025-11,115
Lazio,POLICLINICO UNIVERSITARIO A. GEMELLI,2025-11,118
Lazio,AZ.OSP.SAN CAMILLO-FORLANINI,2025-11,117
Lazio,POLICLINICO U. I,2025-11,117
Lazio,OSPEDALE SANTA MARIA GORETTI LATINA,2025-11,113
Lazio,PRESIDIO S.CAMILLO DE LELLIS DI RIETI,2025-11,112
Lazio,OSPEDALE DI BELCOLLE,2025-11,116
Lazio,OSPEDALE F. SPAZIANI FROSINONE,2025-11,114
Lazio,OSPEDALE SAN PAOLO,2025-11,116
Lazio,ISTITUTI FISIOTERAPICI OSPITALIERI,2025-11,117
Lazio,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,2025-11,113
Lazio,OSPEDALE S. FILIPPO NERI,2025-11,113
Lazio,OSPEDALE SANTO SPIRITO,2025-11,115
Lazio,OSPEDALE S. EUGENIO,2025-11,113
Lazio,OSPEDALE PEDIATRICO BAMBINO GESU',2025-11,116
Lazio,OSPEDALE G. B. GRASSI,2025-11,116
Lazio,OSPEDALE FATEBENEFRATELLI,2025-11,115
Lazio,OSPEDALE SAN GIOVANNI EVANGELISTA,2025-11,116
Lazio,AZ. OSP. UNIV. POLICLINICO TOR VERGATA,2025-11,115
Lazio,OSP.'PAOLO COLOMBO' VELLETRI,2025-12,101
Lazio,OSPEDALE SAN PIETRO FATEBENEFRATELLI,2025-12,98
Lazio,OSPEDALE SANDRO PERTINI,2025-12,101
Lazio,POLICLINICO UNIVERSITARIO A. GEMELLI,2025-12,101
Lazio,AZ.OSP.SAN CAMILLO-FORLANINI,2025-12,99
Lazio,POLICLINICO U. I,2025-12,100
Lazio,OSPEDALE SANTA MARIA GORETTI LATINA,2025-12,102
Lazio,PRESIDIO S.CAMILLO DE LELLIS DI RIETI,2025-12,98
Lazio,OSPEDALE DI BELCOLLE,2025-12,101
Lazio,OSPEDALE F. SPAZIANI FROSINONE,2025-12,103
Lazio,OSPEDALE SAN PAOLO,2025-12,102
Lazio,ISTITUTI FISIOTERAPICI OSPITALIERI,2025-12,99
Lazio,AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA,2025-12,101
Lazio,OSPEDALE S. FILIPPO NERI,2025-12,103
Lazio,OSPEDALE SANTO SPIRITO,2025-12,100
Lazio,OSPEDALE S. EUGENIO,2025-12,98
Lazio,OSPEDALE PEDIATRICO BAMBINO GESU',2025-12,97
Lazio,OSPEDALE G. B. GRASSI,2025-12,102
Lazio,OSPEDALE FATEBENEFRATELLI,2025-12,99
Lazio,OSPEDALE SAN GIOVANNI EVANGELISTA,2025-12,98
Lazio,AZ. OSP. UNIV. POLICLINICO TOR VERGATA,2025-12,99
Liguria,IST.G.GASLINI,2020-01,52
Liguria,AZIENDA OSPEDALIERA VILLA SCASSI,2020-01,51
Liguria,E.O. OSPEDALI GALLIERA,2020-01,52
Liguria,STABILIMENTO OSPEDALIERO DI IMPERIA,2020-01,52
Liguria,OSP. RIUNITI LEONARDI E RIBOLI LAVAGNA,2020-01,53
Liguria,AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO,2020-01,53
Liguria,OSPEDALE S. PAOLO - SAVONA,2020-01,51
Liguria,OSPEDALE SANT`ANDREA LA SPEZIA,2020-01,52
Liguria,IST.G.GASLINI,2020-02,49
Liguria,AZIENDA OSPEDALIERA VILLA SCASSI,2020-02,52
Liguria,E.O. OSPEDALI GALLIERA,2020-02,50
Liguria,STABILIMENTO OSPEDALIERO DI IMPERIA,2020-02,51
Liguria,OSP. RIUNITI LEONARDI E RIBOLI LAVAGNA,2020-02,52
Liguria,AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO,2020-02,49
Liguria,OSPEDALE S. PAOLO - SAVONA,2020-02,52
Liguria,OSPEDALE SANT`ANDREA LA SPEZIA,2020-02,49
Liguria,IST.G.GASLINI,2020-03,50
Liguria,AZIENDA OSPEDALIERA VILLA SCASSI,2020-03,50
Liguria,E.O. OSPEDALI GALLIERA,2020-03,50
Liguria,STABILIMENTO OSPEDALIERO DI IMPERIA,2020-03,50
Liguria,OSP. RIUNITI LEONARDI E RIBOLI LAVAGNA,2020-03,51
Liguria,AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO,2020-03,49
Liguria,OSPEDALE S. PAOLO - SAVONA,2020-03,50
Liguria,OSPEDALE SANT`ANDREA LA SPEZIA,2020-03,51
Liguria,IST.G.GASLINI,2020-04,52
Liguria,AZIENDA OSPEDALIERA VILLA SCASSI,2020-04,50
Liguria,E.O. OSPEDALI GALLIERA,2020-04,52
Liguria,STABILIMENTO OSPEDALIERO DI IMPERIA,2020-04,50
Liguria,OSP. RIUNITI LEONARDI E RIBOLI LAVAGNA,2020-04,51
Liguria,AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO,2020-04,51
Liguria,OSPEDALE S. PAOLO - SAVONA,2020-04,52
Liguria,OSPEDALE SANT`ANDREA LA SPEZIA,2020-04,50
Liguria,IST.G.GASLINI,2020-05,51
Liguria,AZIENDA OSPEDALIERA VILLA SCASSI,2020-05,53
Liguria,E.O. OSPEDALI GALLIERA,2020-05,51
Liguria,STABILIMENTO OSPEDALIERO DI IMPERIA,2020-05,52
Liguria,OSP. RIUNITI LEONARDI E RIBOLI LAVAGNA,2020-05,53
Liguria,AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO,2020-05,52
Liguria,OSPEDALE S. PAOLO - SAVONA,2020-05,51
Liguria,OSPEDALE SANT`ANDREA LA SPEZIA,2020-05,51
Liguria,IST.G.GASLINI,2020-06,52
Liguria,AZIENDA OSPEDALIERA VILLA SCASSI,2020-06,51
Liguria,E.O. OSPEDALI GALLIERA,2020-06,49
Liguria,STABILIMENTO OSPEDALIERO DI IMPERIA,2020-06,50
Liguria,OSP. RIUNITI LEONARDI E RIBOLI LAVAGNA,2020-06,50
Liguria,AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO,2020-06,52
Liguria,OSPEDALE S. PAOLO - SAVONA,2020-06,50
Liguria,OSPEDALE SANT`ANDREA LA SPEZIA,2020-06,49
Liguria,IST.G.GASLINI,2020-07,43
Liguria,AZIENDA OSPEDALIERA VILLA SCASSI,2020-07,41
Liguria,E.O. OSPEDALI GALLIERA,2020-07,42
Liguria,STABILIMENTO OSPEDALIERO DI IMPERIA,2020-07,44
Liguria,OSP. RIUNITI LEONARDI E RIBOLI LAVAGNA,2020-07,43
Liguria,AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO,2020-07,41
Liguria,OSPEDALE S. PAOLO - SAVONA,2020-07,42
Liguria,OSPEDALE SANT`ANDREA LA SPEZIA,2020-07,42
Liguria,IST.G.GASLINI,2020-08,41
Liguria,AZIENDA OSPEDALIERA VILLA SCASSI,2020-08,42
Liguria,E.O. OSPEDALI GALLIERA,2020-08,42
Liguria,STABILIMENTO OSPEDALIERO DI IMPERIA,2020-08,43
Liguria,OSP. RIUNITI LEONARDI E RIBOLI LAVAGNA,2020-08,43
Liguria,AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO,2020-08,42
Liguria,OSPEDALE S. PAOLO - SAVONA,2020-08,43
Liguria,OSPEDALE SANT`ANDREA LA SPEZIA,2020-08,42
Liguria,IST.G.GASLINI,2020-09,52
Liguria,AZIENDA OSPEDALIERA VILLA SCASSI,2020-09,53
Liguria,E.O. OSPEDALI GALLIERA,2020-09,51
Liguria,STABILIMENTO OSPEDALIERO DI IMPERIA,2020-09,53
Liguria,OSP. RIUNITI LEONARDI E RIBOLI LAVAGNA,2020-09,53
Liguria,AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO,2020-09,52
Liguria,OSPEDALE S. PAOLO - SAVONA,2020-09,53
Liguria,OSPEDALE SANT`ANDREA LA SPEZIA,2020-09,51
Liguria,IST.G.GASLINI,2020-10,51
Liguria,AZIENDA OSPEDALIERA VILLA SCASSI,2020-10,49
Liguria,E.O. OSPEDALI GALLIERA,2020-10,49
Liguria,STABILIMENTO OSPEDALIERO DI IMPERIA,2020-10,50
Liguria,OSP. RIUNITI LEONARDI E RIBOLI LAVAGNA,2020-10,51
Liguria,AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO,2020-10,49
Liguria,OSPEDALE S. PAOLO - SAVONA,2020-10,51
Liguria,OSPEDALE SANT`ANDREA LA SPEZIA,2020-10,50
Liguria,IST.G.GASLINI,2020-11,49
Liguria,AZIENDA OSPEDALIERA VILLA SCASSI,2020-11,48
Liguria,E.O. OSPEDALI GALLIERA,2020-11,48
Liguria,STABILIMENTO OSPEDALIERO DI IMPERIA,2020-11,50
Liguria,OSP. RIUNITI LEONARDI E RIBOLI LAVAGNA,2020-11,48
Liguria,AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO,2020-11,49
Liguria,OSPEDALE S. PAOLO - SAVONA,2020-11,49
Liguria,OSPEDALE SANT`ANDREA LA SPEZIA,2020-11,49
Liguria,IST.G.GASLINI,2020-12,43
Liguria,AZIENDA OSPEDALIERA VILLA SCASSI,2020-12,44
Liguria,E.O. OSPEDALI GALLIERA,2020-12,44
Liguria,STABILIMENTO OSPEDALIERO DI IMPERIA,2020-12,43
Liguria,OSP. RIUNITI LEONARDI E RIBOLI LAVAGNA,2020-12,44
Liguria,AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO,2020-12,43
Liguria,OSPEDALE S. PAOLO - SAVONA,2020-12,43
Liguria,OSPEDALE SANT`ANDREA LA SPEZIA,2020-12,43
Liguria,IST.G.GASLINI,2021-01,58
Liguria,AZIENDA OSPEDALIERA VILLA SCASSI,2021-01,59
Liguria,E.O. OSPEDALI GALLIERA,2021-01,60
Liguria,STABILIMENTO OSPEDALIERO DI IMPERIA,2021-01,60
Liguria,OSP. RIUNITI LEONARDI E RIBOLI LAVAGNA,2021-01,60
Liguria,AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO,2021-01,59
Liguria,OSPEDALE S. PAOLO - SAVONA,2021-01,59
Liguria,OSPEDALE SANT`ANDREA LA SPEZIA,2021-01,57
Liguria,IST.G.GASLINI,2021-02,57
Liguria,AZIENDA OSPEDALIERA VILLA SCASSI,2021-02,56
Liguria,E.O. OSPEDALI GALLIERA,2021-02,56
Liguria,STABILIMENTO OSPEDALIERO DI IMPERIA,2021-02,59
Liguria,OSP. RIUNITI LEONARDI E RIBOLI LAVAGNA,2021-02,58
Liguria,AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO,2021-02,57
Liguria,OSPEDALE S. PAOLO - SAVONA,2021-02,56
Liguria,OSPEDALE SANT`ANDREA LA SPEZIA,2021-02,58
Liguria,IST.G.GASLINI,2021-03,56
Liguria,AZIENDA OSPEDALIERA VILLA SCASSI,2021-03,57
Liguria,E.O. OSPEDALI GALLIERA,2021-03,58
Liguria,STABILIMENTO OSPEDALIERO DI IMPERIA,2021-03,55
Liguria,OSP. RIUNITI LEONARDI E RIBOLI LAVAGNA,2021-03,55
Liguria,AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO,2021-03,55
Liguria,OSPEDALE S. PAOLO - SAVONA,2021-03,54
Liguria,OSPEDALE SANT`ANDREA LA SPEZIA,2021-03,56
Liguria,IST.G.GASLINI,2021-04,57
Liguria,AZIENDA OSPEDALIERA VILLA SCASSI,2021-04,57
Liguria,E.O. OSPEDALI GALLIERA,2021-04,58
Liguria,STABILIMENTO OSPEDALIERO DI IMPERIA,2021-04,57
Liguria,OSP. RIUNITI LEONARDI E RIBOLI LAVAGNA,2021-04,59
Liguria,AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO,2021-04,57
Liguria,OSPEDALE S. PAOLO - SAVONA,2021-04,60
Liguria,OSPEDALE SANT`ANDREA LA SPEZIA,2021-04,57
Liguria,IST.G.GASLINI,2021-05,59
Liguria,AZIENDA OSPEDALIERA VILLA SCASSI,2021-05,59
Liguria,E.O. OSPEDALI GALLIERA,2021-05,62
Liguria,STABILIMENTO OSPEDALIERO DI IMPERIA,2021-05,60
Liguria,OSP. RIUNITI LEONARDI E RIBOLI LAVAGNA,2021-05,61
Liguria,AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO,2021-05,59
Liguria,OSPEDALE S. PAOLO - SAVONA,2021-05,63
Liguria,OSPEDALE SANT`ANDREA LA SPEZIA,2021-05,59
Liguria,IST.G.GASLINI,2021-06,61
Liguria,AZIENDA OSPEDALIERA VILLA SCASSI,2021-06,63
Liguria,E.O. OSPEDALI GALLIERA,2021-06,60
Liguria,STABILIMENTO OSPEDALIERO DI IMPERIA,2021-06,60
Liguria,OSP. RIUNITI LEONARDI E RIBOLI LAVAGNA,2021-06,62
Liguria,AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO,2021-06,61
Liguria,OSPEDALE S. PAOLO - SAVONA,2021-06,60
Liguria,OSPEDALE SANT`ANDREA LA SPEZIA,2021-06,61
Liguria,IST.G.GASLINI,2021-07,50
Liguria,AZIENDA OSPEDALIERA VILLA SCASSI,2021-07,52
Liguria,E.O. OSPEDALI GALLIERA,2021-07,51
Liguria,STABILIMENTO OSPEDALIERO DI IMPERIA,2021-07,51
Liguria,OSP. RIUNITI LEONARDI E RIBOLI LAVAGNA,2021-07,50
Liguria,AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO,2021-07,52
Liguria,OSPEDALE S. PAOLO - SAVONA,2021-07,52
Liguria,OSPEDALE SANT`ANDREA LA SPEZIA,2021-07,50
Liguria,IST.G.GASLINI,2021-08,52
Liguria,AZIENDA OSPEDALIERA VILLA SCASSI,2021-08,51
Liguria,E.O. OSPEDALI GALLIERA,2021-08,51
Liguria,STABILIMENTO OSPEDALIERO DI IMPERIA,2021-08,50
Liguria,OSP. RIUNITI LEONARDI E RIBOLI LAVAGNA,2021-08,49
Liguria,AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO,2021-08,51
Liguria,OSPEDALE S. PAOLO - SAVONA,2021-08,52
Liguria,OSPEDALE SANT`ANDREA LA SPEZIA,2021-08,50
Liguria,IST.G.GASLINI,2021-09,56
Liguria,AZIENDA OSPEDALIERA VILLA SCASSI,2021-09,59
Liguria,E.O. OSPEDALI GALLIERA,2021-09,57
Liguria,STABILIMENTO OSPEDALIERO DI IMPERIA,2021-09,57
Liguria,OSP. RIUNITI LEONARDI E RIBOLI LAVAGNA,2021-09,58
Liguria,AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO,2021-09,57
Liguria,OSPEDALE S. PAOLO - SAVONA,2021-09,57
Liguria,OSPEDALE SANT`ANDREA LA SPEZIA,2021-09,56
Liguria,IST.G.GASLINI,2021-10,58
